niter;epoch;train_loss;test_loss;min_test_loss
4.0;1.0;0.4854736994912624;0.5397220253944397;0.5397220253944397
8.0;1.0;0.48556396850959915;0.5350056886672974;0.5350056886672974
12.0;1.0;0.4860608699676618;0.5303141474723816;0.5303141474723816
16.0;1.0;0.48816585570734616;0.5256475210189819;0.5256475210189819
20.0;1.0;0.48664734492363004;0.5210570693016052;0.5210570693016052
24.0;1.0;0.48458921130853994;0.5165165662765503;0.5165165662765503
28.0;1.0;0.4838938197470735;0.511984646320343;0.511984646320343
32.0;1.0;0.4831984425254387;0.5074416399002075;0.5074416399002075
36.0;1.0;0.48170469249324904;0.5028783082962036;0.5028783082962036
38.0;1.0;0.48171839408132877;0.5028783082962036;0.5028783082962036
40.0;1.0;0.4808672864048494;0.49829816818237305;0.49829816818237305
44.0;1.0;0.4783434685102215;0.49371907114982605;0.49371907114982605
48.0;1.0;0.4758982446741782;0.48913756012916565;0.48913756012916565
52.0;1.0;0.47353776850227636;0.48454803228378296;0.48454803228378296
56.0;1.0;0.4709546343295233;0.4799817204475403;0.4799817204475403
60.0;1.0;0.46730963873357084;0.4754493236541748;0.4754493236541748
64.0;1.0;0.46578052793331265;0.4709107279777527;0.4709107279777527
68.0;1.0;0.46344960940645086;0.466339647769928;0.466339647769928
72.0;1.0;0.4592528641718885;0.4617968201637268;0.4617968201637268
76.0;1.0;0.4562662792579822;0.4572264850139618;0.4572264850139618
76.0;1.0;0.4562662792579822;0.4572264850139618;0.4572264850139618
80.0;1.0;0.4533538000416446;0.45261842012405396;0.45261842012405396
84.0;1.0;0.44961947231607813;0.4479491412639618;0.4479491412639618
88.0;1.0;0.4463350692671612;0.44325029850006104;0.44325029850006104
92.0;1.0;0.4429612694929842;0.4384858012199402;0.4384858012199402
96.0;1.0;0.43894951227974055;0.43364787101745605;0.43364787101745605
100.0;1.0;0.4345756673665002;0.4286729693412781;0.4286729693412781
104.0;1.0;0.4320714331282924;0.4235690236091614;0.4235690236091614
108.0;1.0;0.42865676721876783;0.41833481192588806;0.41833481192588806
112.0;1.0;0.4253933069805051;0.41297683119773865;0.41297683119773865
116.0;1.0;0.42182591698984184;0.4075528383255005;0.4075528383255005
116.0;1.0;0.42182591698984184;0.4075528383255005;0.4075528383255005
120.0;1.0;0.41747741102915326;0.40207719802856445;0.40207719802856445
124.0;1.0;0.4131505708787599;0.39648813009262085;0.39648813009262085
128.0;1.0;0.40845573388058753;0.39076757431030273;0.39076757431030273
132.0;2.0;0.40488632435815475;0.38489827513694763;0.38489827513694763
136.0;2.0;0.4011152410752559;0.37880387902259827;0.37880387902259827
140.0;2.0;0.39546065346313536;0.3726435899734497;0.3726435899734497
144.0;2.0;0.3904463947024348;0.36646756529808044;0.36646756529808044
148.0;2.0;0.3866068222956334;0.36027735471725464;0.36027735471725464
152.0;2.0;0.3812131371206809;0.3540855050086975;0.3540855050086975
155.0;2.0;0.37705469521902024;0.3540855050086975;0.3540855050086975
156.0;2.0;0.3759946181889532;0.34783947467803955;0.34783947467803955
160.0;2.0;0.37060734180585064;0.34148165583610535;0.34148165583610535
164.0;2.0;0.36523150418946077;0.3350191116333008;0.3350191116333008
168.0;2.0;0.36056525594855404;0.32837551832199097;0.32837551832199097
172.0;2.0;0.35534275074997057;0.3215046525001526;0.3215046525001526
176.0;2.0;0.35023728104580704;0.31432557106018066;0.31432557106018066
180.0;2.0;0.34450930526367696;0.3068831264972687;0.3068831264972687
184.0;2.0;0.33927194623876894;0.29924100637435913;0.29924100637435913
188.0;2.0;0.33332344766681027;0.29142871499061584;0.29142871499061584
192.0;2.0;0.32799894365231613;0.2834528982639313;0.2834528982639313
193.0;2.0;0.32624953525770917;0.2834528982639313;0.2834528982639313
196.0;2.0;0.3211313797711866;0.27542397379875183;0.27542397379875183
200.0;2.0;0.3150984216940452;0.2673279345035553;0.2673279345035553
204.0;2.0;0.308313694530982;0.2591676712036133;0.2591676712036133
208.0;2.0;0.30221755807613115;0.2509753406047821;0.2509753406047821
212.0;2.0;0.2947687223943395;0.2427414059638977;0.2427414059638977
216.0;2.0;0.2880956790791579;0.23447184264659882;0.23447184264659882
220.0;2.0;0.2816073602773202;0.22612574696540833;0.22612574696540833
224.0;2.0;0.27519764507064587;0.21770140528678894;0.21770140528678894
228.0;2.0;0.26814695526755933;0.20931757986545563;0.20931757986545563
232.0;2.0;0.261236055631025;0.20101363956928253;0.20101363956928253
236.0;2.0;0.2551309034973723;0.19270595908164978;0.19270595908164978
236.0;2.0;0.2551309034973723;0.19270595908164978;0.19270595908164978
240.0;2.0;0.24830832436718284;0.18448702991008759;0.18448702991008759
244.0;2.0;0.24114565593255663;0.1764283925294876;0.1764283925294876
248.0;2.0;0.23443910294288434;0.16849057376384735;0.16849057376384735
252.0;2.0;0.22769491197397954;0.16058366000652313;0.16058366000652313
256.0;2.0;0.22063611888279935;0.15284527838230133;0.15284527838230133
260.0;3.0;0.21368712826113787;0.14525963366031647;0.14525963366031647
264.0;3.0;0.20674375850964968;0.13783180713653564;0.13783180713653564
268.0;3.0;0.19960900257296954;0.13060854375362396;0.13060854375362396
272.0;3.0;0.1923456645015772;0.12359185516834259;0.12359185516834259
275.0;3.0;0.1872386957392115;0.12359185516834259;0.12359185516834259
276.0;3.0;0.18544419995758119;0.116785928606987;0.116785928606987
280.0;3.0;0.1783697503708184;0.11022911220788956;0.11022911220788956
284.0;3.0;0.17161083138000746;0.10384198278188705;0.10384198278188705
288.0;3.0;0.16501620632931688;0.09764667600393295;0.09764667600393295
292.0;3.0;0.1583556529914394;0.09168533980846405;0.09168533980846405
296.0;3.0;0.1519291393571024;0.08598455041646957;0.08598455041646957
300.0;3.0;0.1458117461832878;0.08053019642829895;0.08053019642829895
304.0;3.0;0.13959123726245173;0.0753844827413559;0.0753844827413559
308.0;3.0;0.13334979099219024;0.07056352496147156;0.07056352496147156
312.0;3.0;0.1272619533625962;0.06606902927160263;0.06606902927160263
312.0;3.0;0.1272619533625962;0.06606902927160263;0.06606902927160263
316.0;3.0;0.1214060297906403;0.06188405677676201;0.06188405677676201
320.0;3.0;0.11574546565033259;0.057965878397226334;0.057965878397226334
324.0;3.0;0.11030281497452171;0.05435173586010933;0.05435173586010933
328.0;3.0;0.10527151766718429;0.05095887556672096;0.05095887556672096
332.0;3.0;0.10008071040869503;0.04787525534629822;0.04787525534629822
336.0;3.0;0.09506765203924951;0.04511203244328499;0.04511203244328499
340.0;3.0;0.09040765762574952;0.04258756339550018;0.04258756339550018
344.0;3.0;0.08608559568053978;0.04020553454756737;0.04020553454756737
348.0;3.0;0.08175812670337886;0.03804478421807289;0.03804478421807289
352.0;3.0;0.07772958686813361;0.036080993711948395;0.036080993711948395
353.0;3.0;0.07667806883799387;0.036080993711948395;0.036080993711948395
356.0;3.0;0.07377677817738124;0.03433724120259285;0.03433724120259285
360.0;3.0;0.07016533288106591;0.032777007669210434;0.032777007669210434
364.0;3.0;0.06664675820717879;0.03138520196080208;0.03138520196080208
368.0;3.0;0.06342462939408426;0.030117187649011612;0.030117187649011612
372.0;3.0;0.06021638577203675;0.028976157307624817;0.028976157307624817
376.0;3.0;0.05719371582531426;0.02793838270008564;0.02793838270008564
380.0;3.0;0.054418056983838906;0.027011992409825325;0.027011992409825325
384.0;3.0;0.05179370308652316;0.026165101677179337;0.026165101677179337
388.0;4.0;0.04936893275314858;0.025402653962373734;0.025402653962373734
392.0;4.0;0.047056561656488555;0.02470128983259201;0.02470128983259201
394.0;4.0;0.045973170060083175;0.02470128983259201;0.02470128983259201
396.0;4.0;0.04497396145924089;0.02403426542878151;0.02403426542878151
400.0;4.0;0.042973288927961;0.02340434491634369;0.02340434491634369
404.0;4.0;0.04101684680797997;0.022809946909546852;0.022809946909546852
408.0;4.0;0.03923349588141132;0.022242391481995583;0.022242391481995583
412.0;4.0;0.03751419922169018;0.021705497056245804;0.021705497056245804
416.0;4.0;0.03585796595430623;0.021188462153077126;0.021188462153077126
420.0;4.0;0.03439305856829762;0.02068980224430561;0.02068980224430561
424.0;4.0;0.03294652069898964;0.02021227777004242;0.02021227777004242
428.0;4.0;0.031578910309452965;0.01974976807832718;0.01974976807832718
432.0;4.0;0.03025029158475476;0.019307352602481842;0.019307352602481842
435.0;4.0;0.029406960705197258;0.019307352602481842;0.019307352602481842
436.0;4.0;0.029121711024434244;0.018874794244766235;0.018874794244766235
440.0;4.0;0.028055958649489055;0.01844073086977005;0.01844073086977005
444.0;4.0;0.02696939963771416;0.01801281049847603;0.01801281049847603
448.0;4.0;0.025924273760101216;0.017596259713172913;0.017596259713172913
452.0;4.0;0.02488910719641566;0.017194200307130814;0.017194200307130814
456.0;4.0;0.023985587200612765;0.016799384728074074;0.016799384728074074
460.0;4.0;0.02309836098030944;0.016416391357779503;0.016416391357779503
464.0;4.0;0.022316337829159743;0.0160398930311203;0.0160398930311203
468.0;4.0;0.021577056008847937;0.01567583717405796;0.01567583717405796
472.0;4.0;0.02082489828169664;0.01531478576362133;0.01531478576362133
476.0;4.0;0.020053462921850358;0.014958661049604416;0.014958661049604416
476.0;4.0;0.020053462921850358;0.014958661049604416;0.014958661049604416
480.0;4.0;0.019329696077403574;0.01461881771683693;0.01461881771683693
484.0;4.0;0.018685793508524996;0.014289970509707928;0.014289970509707928
488.0;4.0;0.018089737137665183;0.013965538702905178;0.013965538702905178
492.0;4.0;0.01754205979648771;0.013649609871208668;0.013649609871208668
496.0;4.0;0.017001538213433913;0.013337272219359875;0.013337272219359875
500.0;4.0;0.016450371077595727;0.013028796762228012;0.013028796762228012
504.0;4.0;0.01597262766637868;0.012723381631076336;0.012723381631076336
508.0;4.0;0.015435251755322859;0.012424672953784466;0.012424672953784466
508.0;4.0;0.015435251755322859;0.012424672953784466;0.012424672953784466
512.0;4.0;0.0149335275205575;0.012136988341808319;0.012136988341808319
516.0;5.0;0.014470117619515322;0.011851824820041656;0.011851824820041656
520.0;5.0;0.014005627475477995;0.011571193113923073;0.011571193113923073
524.0;5.0;0.013591034133933914;0.011289382353425026;0.011289382353425026
528.0;5.0;0.013149730925218385;0.01100988406687975;0.01100988406687975
532.0;5.0;0.012738582916921226;0.01073900330811739;0.01073900330811739
536.0;5.0;0.012403095100344375;0.010470726527273655;0.010470726527273655
540.0;5.0;0.01206631921443762;0.01020148117095232;0.01020148117095232
544.0;5.0;0.01171454151229272;0.009936277754604816;0.009936277754604816
548.0;5.0;0.011364027311619925;0.009678027592599392;0.009678027592599392
548.0;5.0;0.011364027311619925;0.009678027592599392;0.009678027592599392
552.0;5.0;0.011010644057880875;0.009423444978892803;0.009423444978892803
556.0;5.0;0.010672723679813631;0.00917966477572918;0.00917966477572918
560.0;5.0;0.010350082734199458;0.00895187072455883;0.00895187072455883
564.0;5.0;0.01004753124482481;0.008726581931114197;0.008726581931114197
568.0;5.0;0.009763732524028188;0.008507936261594296;0.008507936261594296
572.0;5.0;0.00944050886552489;0.008291764184832573;0.008291764184832573
576.0;5.0;0.009154213540919541;0.008086035028100014;0.008086035028100014
580.0;5.0;0.008849401641362793;0.007888523861765862;0.007888523861765862
584.0;5.0;0.00858101312708658;0.007694304455071688;0.007694304455071688
588.0;5.0;0.008361144848558806;0.0075053870677948;0.0075053870677948
588.0;5.0;0.008361144848558806;0.0075053870677948;0.0075053870677948
592.0;5.0;0.008104528072043897;0.007326426915824413;0.007326426915824413
596.0;5.0;0.007872487541142722;0.007148862816393375;0.007148862816393375
600.0;5.0;0.007621897657254953;0.006976824253797531;0.006976824253797531
604.0;5.0;0.00739024822421474;0.006814965512603521;0.006814965512603521
608.0;5.0;0.007173943495574371;0.0066532534547150135;0.0066532534547150135
612.0;5.0;0.006941660199826437;0.0064940135926008224;0.0064940135926008224
616.0;5.0;0.006741742431670624;0.006338820327073336;0.006338820327073336
620.0;5.0;0.006541385416709814;0.006190240848809481;0.006190240848809481
624.0;5.0;0.00635158005390889;0.0060447584837675095;0.0060447584837675095
628.0;5.0;0.006161311419847278;0.005908401682972908;0.005908401682972908
628.0;5.0;0.006161311419847278;0.005908401682972908;0.005908401682972908
632.0;5.0;0.005981109343817289;0.005776184611022472;0.005776184611022472
636.0;5.0;0.005804058002913489;0.005653535481542349;0.005653535481542349
640.0;5.0;0.0056279642303793094;0.005537447053939104;0.005537447053939104
644.0;6.0;0.0054874752974151545;0.005424934905022383;0.005424934905022383
648.0;6.0;0.005329202711915384;0.00531183322891593;0.00531183322891593
652.0;6.0;0.005171552439955856;0.0052014123648405075;0.0052014123648405075
656.0;6.0;0.005028252301194174;0.005104567855596542;0.005104567855596542
660.0;6.0;0.004898160991799164;0.005009053274989128;0.005009053274989128
664.0;6.0;0.0047640055069603;0.0049139647744596004;0.0049139647744596004
668.0;6.0;0.004631314830883215;0.004826078191399574;0.004826078191399574
671.0;6.0;0.004532069838896684;0.004826078191399574;0.004826078191399574
672.0;6.0;0.004506258090591118;0.004731441847980022;0.004731441847980022
676.0;6.0;0.0043685480919387065;0.0046398998238146305;0.0046398998238146305
680.0;6.0;0.004265859853123571;0.004553442820906639;0.004553442820906639
684.0;6.0;0.004172401519020962;0.0044761295430362225;0.0044761295430362225
688.0;6.0;0.004069006365048189;0.004399044904857874;0.004399044904857874
692.0;6.0;0.003986718074440177;0.004327188245952129;0.004327188245952129
696.0;6.0;0.0038927767521729417;0.00426194304600358;0.00426194304600358
700.0;6.0;0.003803277930789593;0.004195366054773331;0.004195366054773331
704.0;6.0;0.0037174829067598844;0.004124475177377462;0.004124475177377462
708.0;6.0;0.0036317694939787554;0.004053376615047455;0.004053376615047455
712.0;6.0;0.0035576262741857513;0.003983061760663986;0.003983061760663986
712.0;6.0;0.0035576262741857513;0.003983061760663986;0.003983061760663986
716.0;6.0;0.0034829721052036136;0.003920116927474737;0.003920116927474737
720.0;6.0;0.0034007836372263946;0.0038671952206641436;0.0038671952206641436
724.0;6.0;0.003329986557551726;0.0038197687827050686;0.0038197687827050686
728.0;6.0;0.003251253583920408;0.003769378177821636;0.003769378177821636
732.0;6.0;0.0031882698940283644;0.0037244283594191074;0.0037244283594191074
736.0;6.0;0.003122584998383032;0.003675865475088358;0.003675865475088358
740.0;6.0;0.0030696365452143456;0.0036290332209318876;0.0036290332209318876
744.0;6.0;0.0030136596859433634;0.0035883586388081312;0.0035883586388081312
748.0;6.0;0.002955089863056819;0.0035497257485985756;0.0035497257485985756
752.0;6.0;0.002899091445389969;0.003512931987643242;0.003512931987643242
755.0;6.0;0.0028657643440987905;0.003512931987643242;0.003512931987643242
756.0;6.0;0.002847914140026144;0.0034720615949481726;0.0034720615949481726
760.0;6.0;0.002795361091361244;0.0034275788348168135;0.0034275788348168135
764.0;6.0;0.0027463315589446612;0.0033849203027784824;0.0033849203027784824
768.0;6.0;0.0026987941331844396;0.003343090182170272;0.003343090182170272
772.0;7.0;0.0026552979733555173;0.0033019634429365396;0.0033019634429365396
776.0;7.0;0.0026163223901986693;0.003259723773226142;0.003259723773226142
780.0;7.0;0.0025711798992096545;0.0032254294492304325;0.0032254294492304325
784.0;7.0;0.0025388500972833503;0.003188877133652568;0.003188877133652568
788.0;7.0;0.0024990450849066187;0.0031608447898179293;0.0031608447898179293
792.0;7.0;0.0024617545021443908;0.0031351782381534576;0.0031351782381534576
796.0;7.0;0.002432923801051182;0.0031104562804102898;0.0031104562804102898
796.0;7.0;0.002432923801051182;0.0031104562804102898;0.0031104562804102898
800.0;7.0;0.002398884652613895;0.0030866716988384724;0.0030866716988384724
804.0;7.0;0.0023657907653151715;0.003064177231863141;0.003064177231863141
808.0;7.0;0.0023349065169111756;0.003042718628421426;0.003042718628421426
812.0;7.0;0.0023069754003175887;0.003023463999852538;0.003023463999852538
816.0;7.0;0.002277445406061625;0.0030005164444446564;0.0030005164444446564
820.0;7.0;0.002255031356045143;0.002973716240376234;0.002973716240376234
824.0;7.0;0.0022450672507342414;0.0029541554395109415;0.0029541554395109415
828.0;7.0;0.0022154216359336148;0.0029378151521086693;0.0029378151521086693
832.0;7.0;0.0022014241038798674;0.0029212678782641888;0.0029212678782641888
836.0;7.0;0.002187266891391725;0.0029064961709082127;0.0029064961709082127
840.0;7.0;0.002164995070373967;0.002886879490688443;0.002886879490688443
840.0;7.0;0.002164995070373967;0.002886879490688443;0.002886879490688443
844.0;7.0;0.0021432268623636595;0.002868425566703081;0.002868425566703081
848.0;7.0;0.0021257195659730894;0.0028527998365461826;0.0028527998365461826
852.0;7.0;0.0021121650929457527;0.0028403890319168568;0.0028403890319168568
856.0;7.0;0.0020860435521906574;0.002832937752828002;0.002832937752828002
860.0;7.0;0.00207039633115157;0.0028264133725315332;0.0028264133725315332
864.0;7.0;0.002057015928319082;0.002815400017425418;0.002815400017425418
868.0;7.0;0.002044807791044425;0.002803296782076359;0.002803296782076359
872.0;7.0;0.002024706702818787;0.0027906293980777264;0.0027906293980777264
876.0;7.0;0.0020078141152488414;0.00277529563754797;0.00277529563754797
880.0;7.0;0.0019951493787452486;0.002757938113063574;0.002757938113063574
880.0;7.0;0.0019951493787452486;0.002757938113063574;0.002757938113063574
884.0;7.0;0.0019747930889554136;0.0027378397062420845;0.0027378397062420845
888.0;7.0;0.0019563968042841497;0.0027202393393963575;0.0027202393393963575
892.0;7.0;0.0019432447776072648;0.002708147745579481;0.002708147745579481
896.0;7.0;0.0019396576194285913;0.002698428463190794;0.002698428463190794
900.0;8.0;0.00192173062726313;0.002687932923436165;0.002687932923436165
904.0;8.0;0.0019103813970822415;0.0026756655424833298;0.0026756655424833298
908.0;8.0;0.0018916500757545278;0.0026616330724209547;0.0026616330724209547
912.0;8.0;0.0018742377470246133;0.0026539613027125597;0.0026539613027125597
916.0;8.0;0.0018687407975675125;0.002646063920110464;0.002646063920110464
920.0;8.0;0.001861579062876777;0.0026398056652396917;0.0026398056652396917
924.0;8.0;0.0018463689101275802;0.00263313390314579;0.00263313390314579
924.0;8.0;0.0018463689101275802;0.00263313390314579;0.00263313390314579
928.0;8.0;0.0018397463888643938;0.0026217042468488216;0.0026217042468488216
932.0;8.0;0.00182619144271094;0.0026032233145087957;0.0026032233145087957
936.0;8.0;0.0018267159504648967;0.0025832578539848328;0.0025832578539848328
940.0;8.0;0.001812344066237307;0.0025676332879811525;0.0025676332879811525
944.0;8.0;0.0018028778718511098;0.0025543421506881714;0.0025543421506881714
948.0;8.0;0.0017982645892268981;0.002545395167544484;0.002545395167544484
952.0;8.0;0.0017917278087669097;0.002538330154493451;0.002538330154493451
956.0;8.0;0.0017697123040074506;0.0025299680419266224;0.0025299680419266224
960.0;8.0;0.0017609373446012076;0.0025240443646907806;0.0025240443646907806
964.0;8.0;0.0017575009119756904;0.0025211330503225327;0.0025211330503225327
968.0;8.0;0.0017556751139311138;0.00251540495082736;0.00251540495082736
968.0;8.0;0.0017556751139311138;0.00251540495082736;0.00251540495082736
980.0;8.0;0.001733643178069056;0.002511052181944251;0.002511052181944251
984.0;8.0;0.001726244202867686;0.0025027398951351643;0.0025027398951351643
988.0;8.0;0.0017203021331547862;0.0024860575795173645;0.0024860575795173645
992.0;8.0;0.0017246209735162967;0.0024654665030539036;0.0024654665030539036
996.0;8.0;0.001717198065929136;0.0024428153410553932;0.0024428153410553932
1000.0;8.0;0.0017192981426050915;0.002421008190140128;0.002421008190140128
1004.0;8.0;0.0017159674035781506;0.002411638153716922;0.002411638153716922
1004.0;8.0;0.0017159674035781506;0.002411638153716922;0.002411638153716922
1016.0;8.0;0.0016795408724265327;0.002408587373793125;0.002408587373793125
1020.0;8.0;0.0016819789871650014;0.002404073951765895;0.002404073951765895
1024.0;8.0;0.0016698029015607325;0.00239948951639235;0.00239948951639235
1028.0;9.0;0.0016561884593564084;0.002385172061622143;0.002385172061622143
1032.0;9.0;0.0016468776415282302;0.0023757305461913347;0.0023757305461913347
1036.0;9.0;0.0016379308009966428;0.0023647162597626448;0.0023647162597626448
1040.0;9.0;0.0016355911170141584;0.002350839087739587;0.002350839087739587
1044.0;9.0;0.0016389620070565868;0.002344118896871805;0.002344118896871805
1048.0;9.0;0.0016428713614339353;0.0023377633187919855;0.0023377633187919855
1048.0;9.0;0.0016428713614339353;0.0023377633187919855;0.0023377633187919855
1052.0;9.0;0.0016400782810389602;0.002337520942091942;0.002337520942091942
1056.0;9.0;0.001626800254088903;0.0023344969376921654;0.0023344969376921654
1060.0;9.0;0.0016286009318104062;0.0023326012305915356;0.0023326012305915356
1064.0;9.0;0.0016216555520917957;0.002327793510630727;0.002327793510630727
1068.0;9.0;0.0016119186599819046;0.0023268323857337236;0.0023268323857337236
1080.0;9.0;0.0015884326495264624;0.002321884734556079;0.002321884734556079
1084.0;9.0;0.001581683213077344;0.0023124294821172953;0.0023124294821172953
1088.0;9.0;0.0015703960646044316;0.002301946748048067;0.002301946748048067
1088.0;9.0;0.0015703960646044316;0.002301946748048067;0.002301946748048067
1092.0;9.0;0.001561180436750076;0.0022854029666632414;0.0022854029666632414
1096.0;9.0;0.001557199013350731;0.002269148826599121;0.002269148826599121
1100.0;9.0;0.0015506290335243454;0.002253566635772586;0.002253566635772586
1104.0;9.0;0.0015452073196663668;0.00224002031609416;0.00224002031609416
1108.0;9.0;0.0015433502280270777;0.0022334724199026823;0.0022334724199026823
